School Code,Academic Year,District Name,School Name,School Type,"Educational 
Option Type","Charter 
School 
(0=No, 1 = Yes)","Percent (%) 
Eligible FRPM 
(K-12)"
6032684,2022,Riverside Unified,Liberty Elementary,Elementary Schools (Public),Traditional,0,90.37162162
0111211,2023,Los Angeles Unified,New Heights Charter,Elementary Schools (Public),Traditional,1,90.37037037
6021687,2021,Pasadena Unified,Madison Elementary,Elementary Schools (Public),Traditional,0,90.36885246
0106336,2021,Soledad Unified,Frank Ledesma Elementary,Elementary Schools (Public),Traditional,0,90.36885246
6104426,2022,Lodi Unified,Clairmont Elementary,Elementary Schools (Public),Traditional,0,90.36827195
6018832,2022,Los Angeles Unified,Ranchito Avenue Elementary,Elementary Schools (Public),Traditional,0,90.36697248
6054027,2023,Earlimart Elementary,Earlimart Elementary,Elementary Schools (Public),Traditional,0,90.36363636
6011563,2022,Bassett Unified,J. E. Van Wig Elementary,Elementary Schools (Public),Traditional,0,90.36144578
6057590,2021,Compton Unified,Willowbrook Middle,Intermediate/Middle Schools (Public),Traditional,0,90.35714286
6034623,2022,San Juan Unified,Howe Avenue Elementary,Elementary Schools (Public),Traditional,0,90.35667107
6001663,2022,Oakland Unified,Brookfield Elementary,Elementary Schools (Public),Traditional,0,90.35532995
6054142,2023,Lindsay Unified,Jefferson Elementary,Elementary Schools (Public),Traditional,0,90.35532995
6054464,2023,Tulare City,Cherry Avenue Middle,Intermediate/Middle Schools (Public),Traditional,0,90.35294118
6015853,2021,Los Angeles Unified,Aragon Avenue Elementary,Elementary Schools (Public),Traditional,0,90.35087719
6061790,2023,Riverside Unified,Chemawa Middle,Intermediate/Middle Schools (Public),Traditional,0,90.35087719
6049746,2022,Pajaro Valley Unified,Mintie White Elementary,Elementary Schools (Public),Traditional,0,90.34749035
6008858,2021,Bakersfield City,Caroline Harris Elementary,Elementary Schools (Public),Traditional,0,90.34608379
6033336,2023,Twin Rivers Unified,Smythe Academy of Arts and Sciences,Elementary Schools (Public),Traditional,1,90.34354689
6006738,2021,Kings Canyon Joint Unified,Alta Elementary,Elementary Schools (Public),Traditional,0,90.34090909
6032940,2022,Twin Rivers Unified,Fairbanks Elementary,Elementary Schools (Public),Traditional,0,90.34090909
1996420,2023,Lancaster Elementary,Amargosa Creek Middle,Intermediate/Middle Schools (Public),Traditional,0,90.33915725
6014377,2021,Hacienda la Puente Unified,Sparks Middle,Intermediate/Middle Schools (Public),Traditional,0,90.33816425
6068712,2023,San Bernardino City Unified,Serrano Middle,Intermediate/Middle Schools (Public),Traditional,0,90.33674963
6037030,2022,San Bernardino City Unified,Howard Inghram Elementary,Elementary Schools (Public),Traditional,0,90.33613445
3033057,2021,Anaheim Union High,Katella High,High Schools (Public),Traditional,0,90.33088235
6035794,2022,Fontana Unified,Juniper Elementary,Elementary Schools (Public),Traditional,0,90.33018868
0109082,2021,Ceres Unified,M. Robert Adkison Elementary,Elementary Schools (Public),Traditional,0,90.32258065
6007140,2023,Sanger Unified,Jefferson Elementary,Elementary Schools (Public),Traditional,0,90.32258065
6044325,2021,Ravenswood City Elementary,Costano Elementary,Elementary Schools (Public),Traditional,0,90.31578947
6036842,2023,San Bernardino City Unified,Cypress Elementary,Elementary Schools (Public),Traditional,0,90.31578947
6026850,2021,Napa Valley Unified,McPherson Elementary,Elementary Schools (Public),Traditional,0,90.31413613
6061196,2022,Fresno Unified,Tioga Middle,Intermediate/Middle Schools (Public),Traditional,0,90.3125
6011464,2023,Baldwin Park Unified,Margaret Heath Elementary,Elementary Schools (Public),Traditional,0,90.31141869
6052872,2023,Modesto City Elementary,Wilson Elementary,Elementary Schools (Public),Traditional,0,90.31007752
6032692,2021,Riverside Unified,Longfellow Elementary,Elementary Schools (Public),Traditional,0,90.30837004
6007751,2023,Eureka City Schools,Alice Birney Elementary,Elementary Schools (Public),Traditional,0,90.30612245
0130575,2021,Oakland Unified,LIFE Academy,K-12 Schools (Public),Traditional,0,90.30172414
6055081,2023,Hueneme Elementary,Julien Hathaway Elementary,Elementary Schools (Public),Traditional,0,90.30172414
6034334,2021,Sacramento City Unified,Woodbine Elementary,Elementary Schools (Public),Traditional,0,90.30100334
6003552,2019,Williams Unified,Williams Primary Elementary,Elementary Schools (Public),Traditional,0,90.3
6007140,2019,Sanger Unified,Jefferson Elementary,Elementary Schools (Public),Traditional,0,90.3
6010250,2019,Wasco Union Elementary,Palm Avenue Elementary,Elementary Schools (Public),Traditional,0,90.3
6014609,2019,Keppel Union Elementary,Antelope Elementary,Elementary Schools (Public),Traditional,0,90.3
6108419,2019,Lancaster Elementary,Jack Northrop Elementary,Elementary Schools (Public),Traditional,0,90.3
117044,2019,Los Angeles Unified,Roy Romer Middle,Intermediate/Middle Schools (Public),Traditional,0,90.3
122622,2019,Los Angeles Unified,Aspire Firestone Academy Charter,Elementary Schools (Public),Traditional,1,90.3
6018394,2019,Los Angeles Unified,Noble Avenue Elementary,Elementary Schools (Public),Traditional,0,90.3
6018956,2019,Los Angeles Unified,Roscoe Elementary,Elementary Schools (Public),Traditional,0,90.3
6020556,2019,Montebello Unified,Fremont Elementary,Elementary Schools (Public),Traditional,0,90.3
6020697,2019,Mountain View Elementary,Baker Elementary,Elementary Schools (Public),Traditional,0,90.3
6058762,2019,Salinas Union High,El Sausal Middle,Intermediate/Middle Schools (Public),Traditional,0,90.3
6029805,2019,Orange Unified,Handy Elementary,Elementary Schools (Public),Traditional,0,90.3
6030308,2019,Santa Ana Unified,Abraham Lincoln Elementary,Elementary Schools (Public),Traditional,0,90.3
6115588,2019,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,Intermediate/Middle Schools (Public),Traditional,0,90.3
6031538,2019,Alvord Unified,Foothill Elementary,Elementary Schools (Public),Traditional,0,90.3
6035646,2019,Colton Joint Unified,Abraham Lincoln Elementary,Elementary Schools (Public),Traditional,0,90.3
6036271,2019,Ontario-Montclair,Howard Elementary,Elementary Schools (Public),Traditional,0,90.3
6036354,2019,Ontario-Montclair,Mission Elementary,Elementary Schools (Public),Traditional,0,90.3
6085146,2019,San Ysidro Elementary,Smythe Elementary,Elementary Schools (Public),Traditional,0,90.3
6118871,2019,Stockton Unified,Dolores Huerta Elementary,Elementary Schools (Public),Traditional,0,90.3
129247,2019,Franklin-McKinley Elementary,ACE Esperanza Middle,Intermediate/Middle Schools (Public),Traditional,1,90.3
6054142,2019,Lindsay Unified,Jefferson Elementary,Elementary Schools (Public),Traditional,0,90.3
6054415,2019,Terra Bella Union Elementary,Terra Bella Elementary,Elementary Schools (Public),Traditional,0,90.3
6035745,2021,Colton Joint Unified,Woodrow Wilson Elementary,Elementary Schools (Public),Traditional,0,90.29850746
6009765,2023,McFarland Unified,Kern Avenue Elementary,Elementary Schools (Public),Traditional,0,90.29535865
6054282,2023,Porterville Unified,Vandalia Elementary,Elementary Schools (Public),Traditional,0,90.29462738
6049746,2021,Pajaro Valley Unified,Mintie White Elementary,Elementary Schools (Public),Traditional,0,90.29304029
6015804,2021,Los Angeles Unified,Angeles Mesa Elementary,Elementary Schools (Public),Traditional,0,90.29126214
6058721,2021,Monterey Peninsula Unified,Martin Luther King,Elementary Schools (Public),Traditional,0,90.28871391
6001879,2023,Oakland Unified,Grass Valley Elementary,Elementary Schools (Public),Traditional,0,90.28571429
0139121,2023,Los Angeles Unified,Equitas Academy 5,Elementary Schools (Public),Traditional,1,90.28571429
6036271,2023,Ontario-Montclair,Howard Elementary,Elementary Schools (Public),Traditional,0,90.28077754
0139394,2022,Cajon Valley Union,Kidinnu Academy,Elementary Schools (Public),Traditional,0,90.27777778
6042600,2022,Stockton Unified,Grunsky Elementary,Elementary Schools (Public),Traditional,0,90.27484144
6058358,2023,Los Angeles Unified,Daniel Webster Middle,Intermediate/Middle Schools (Public),Traditional,0,90.27149321
6052450,2023,Ceres Unified,Walter White Elementary,Elementary Schools (Public),Traditional,0,90.27149321
6103535,2023,Calipatria Unified,Fremont Primary,Elementary Schools (Public),Traditional,0,90.27027027
6009104,2022,Bakersfield City,Myra A. Noble Elementary,Elementary Schools (Public),Traditional,0,90.26651217
6042568,2022,Stockton Unified,King Elementary,Elementary Schools (Public),Traditional,0,90.26548673
6110175,2021,Santa Ana Unified,George Washington Carver Elementary,Elementary Schools (Public),Traditional,0,90.26369168
6016117,2021,Los Angeles Unified,Broadacres Avenue Elementary,Elementary Schools (Public),Traditional,0,90.26217228
6030811,2022,Westminster,Meairs Elementary,Elementary Schools (Public),Traditional,0,90.25974026
6011647,2023,Bellflower Unified,Frank E. Woodruff Elementary,Elementary Schools (Public),Traditional,0,90.25974026
0106567,2023,Santa Ana Unified,Nova Academy Early College High,High Schools (Public),Traditional,1,90.25974026
0131979,2023,San Diego Unified,Ingenuity Charter,K-12 Schools (Public),Traditional,1,90.25974026
6052450,2022,Ceres Unified,Walter White Elementary,Elementary Schools (Public),Traditional,0,90.25641026
6036438,2023,Ontario-Montclair,Vina Danks Middle,Intermediate/Middle Schools (Public),Traditional,0,90.25559105
6021869,2022,Pomona Unified,Kellogg Polytechnic Elementary,Elementary Schools (Public),Traditional,0,90.25487256
6010342,2023,Corcoran Joint Unified,John C. Fremont Elementary,Elementary Schools (Public),Traditional,0,90.25423729
6018311,2022,Los Angeles Unified,Newcastle Elementary,Elementary Schools (Public),Traditional,0,90.25270758
1030121,2021,Firebaugh-Las Deltas Unified,Firebaugh High,High Schools (Public),Traditional,0,90.25157233
6045835,2023,Santa Barbara Unified,Franklin Elementary,Elementary Schools (Public),Traditional,0,90.24943311
0102848,2021,Santa Maria-Bonita,Sanchez (David J.) Elementary,Elementary Schools (Public),Traditional,0,90.24745269
0102426,2021,Los Angeles Unified,PUC Milagro Charter,Elementary Schools (Public),Traditional,0,90.24390244
0137448,2022,Alameda County Office of Education,Aurum Preparatory Academy,Junior High Schools (Public),Traditional,0,90.24390244
0120006,2022,San Bernardino City Unified,New Vision Middle,Intermediate/Middle Schools (Public),Traditional,0,90.24390244
1833409,2023,Fort Sage Unified,Herlong High,High Schools (Public),Traditional,0,90.24390244
6054522,2023,Tulare City,Wilson Elementary,Elementary Schools (Public),Traditional,0,90.24390244
3633906,2021,Chaffey Joint Union High,Montclair High,High Schools (Public),Traditional,0,90.24137931
6021463,2023,Paramount Unified,Major Lynn Mokler,Elementary Schools (Public),Traditional,0,90.23941068
6010102,2022,Standard Elementary,Wingland Elementary,Elementary Schools (Public),Traditional,0,90.23066486
0140319,2022,San Diego Unified,Logan Memorial Educational Campus,K-12 Schools (Public),Traditional,0,90.2291918
0126557,2023,Los Angeles Unified,Visual and Performing Arts at Legacy High School Complex,High Schools (Public),Traditional,0,90.22727273
6055388,2022,Oxnard,Sierra Linda Elementary,Elementary Schools (Public),Traditional,0,90.22556391
6055347,2023,Oxnard,Marina West Elementary,Elementary Schools (Public),Traditional,0,90.22403259
6061576,2021,Los Angeles Unified,Robert E. Peary Middle,Intermediate/Middle Schools (Public),Traditional,0,90.22185703
6031611,2021,Banning Unified,Central Elementary,Elementary Schools (Public),Traditional,0,90.22038567
6010409,2021,Hanford Elementary,Lee Richmond Elementary,Elementary Schools (Public),Traditional,0,90.2200489
1532605,2023,Kern High,Foothill High,High Schools (Public),Traditional,0,90.2200489
6009963,2023,Pond Union Elementary,Pond Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,0,90.2173913
0101121,2023,Hemet Unified,McSweeny Elementary,Elementary Schools (Public),Traditional,0,90.21447721
6006829,2023,Kings Canyon Joint Unified,Navelencia Middle,Intermediate/Middle Schools (Public),Traditional,0,90.21406728
6054639,2022,Visalia Unified,Ivanhoe Elementary,Elementary Schools (Public),Traditional,0,90.21352313
6109425,2022,Winton,Winton Middle,Intermediate/Middle Schools (Public),Traditional,0,90.21207178
0106831,2021,Los Angeles Unified,Animo Venice Charter High,High Schools (Public),Traditional,0,90.21113244
6115588,2021,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,Intermediate/Middle Schools (Public),Traditional,0,90.20501139
1030675,2023,Fresno Unified,Sunnyside High,High Schools (Public),Traditional,0,90.20493227
0126581,2023,Los Angeles Unified,Harry Bridges Span,Elementary Schools (Public),Traditional,0,90.20100503
6001820,2019,Oakland Unified,Franklin Elementary,Elementary Schools (Public),Traditional,0,90.2
6117568,2019,Oakland Unified,Aspire Monarch Academy,Elementary Schools (Public),Traditional,1,90.2
134213,2019,Butte County Office of Education,Come Back Butte Charter,High Schools (Public),Traditional,1,90.2
6015515,2019,Long Beach Unified,McKinley Elementary,Elementary Schools (Public),Traditional,0,90.2
6057780,2019,Long Beach Unified,Hamilton Middle,Intermediate/Middle Schools (Public),Traditional,0,90.2
109397,2019,Los Angeles Unified,Maurice Sendak Elementary,Elementary Schools (Public),Traditional,0,90.2
125609,2019,Los Angeles Unified,KIPP Philosophers Academy,Intermediate/Middle Schools (Public),Traditional,1,90.2
1933043,2019,Los Angeles Unified,Benjamin Franklin Senior High,K-12 Schools (Public),Traditional,0,90.2
6085682,2019,Montebello Unified,Suva Intermediate,Intermediate/Middle Schools (Public),Traditional,0,90.2
6020895,2019,Norwalk-La Mirada Unified,D. D. Johnston Elementary,Elementary Schools (Public),Traditional,0,90.2
6108625,2019,Palmdale Elementary,Mesquite Elementary,Elementary Schools (Public),Traditional,0,90.2
6021919,2019,Pomona Unified,Montvue Elementary,Elementary Schools (Public),Traditional,0,90.2
6120273,2019,Alisal Union,"Dr. Martin Luther King, Jr. Academy",Elementary Schools (Public),Traditional,0,90.2
6030225,2019,Santa Ana Unified,Carl Harvey Elementary,Elementary Schools (Public),Traditional,0,90.2
6114052,2019,Fontana Unified,Date Elementary,Elementary Schools (Public),Traditional,0,90.2
6036248,2019,Ontario-Montclair,Elderberry Elementary,Elementary Schools (Public),Traditional,0,90.2
6050843,2019,Butte Valley Unified,Butte Valley Elementary,Elementary Schools (Public),Traditional,0,90.2
6054274,2019,Porterville Unified,Roche Elementary,Elementary Schools (Public),Traditional,0,90.2
0137760,2023,Ontario-Montclair,Lincoln Elementary,Elementary Schools (Public),Traditional,0,90.19607843
6108674,2021,Moreno Valley Unified,Badger Springs Middle,Intermediate/Middle Schools (Public),Traditional,0,90.19434629
6105860,2022,Victor Elementary,Liberty Elementary,Elementary Schools (Public),Traditional,0,90.19230769
6028278,2023,Garden Grove Unified,C. C. Violette Elementary,Elementary Schools (Public),Traditional,0,90.18867925
6009435,2022,Edison Elementary,Edison Middle,Intermediate/Middle Schools (Public),Traditional,0,90.18691589
6058127,2021,Los Angeles Unified,Marina del Rey Middle,Intermediate/Middle Schools (Public),Traditional,0,90.18404908
6113757,2023,Victor Elementary,Brentwood Elementary,Elementary Schools (Public),Traditional,0,90.1826484
6052658,2022,Modesto City Elementary,El Vista Elementary,Elementary Schools (Public),Traditional,0,90.17632242
